original_question,true_answer,true_source,part,model_full_response,model_answer,model_source,correct_answer,correct_part,correct_siman,correct_saif,correct_all
"לפני כמה ימים קניתי טלית קטן חדש. כשלבשתי אותו בפעם הראשונה, בירכתי ""להתעטף בציצית"". חבר אמר לי שיש לברך ""על מצוות ציצית"" על טלית קטן, ולא ""להתעטף"". האם החבר שלי צודק?","מחלוקת שו""ע-רמ""א","שו""ע או""ח ח:ו","או""ח","תשובה: מחלוקת שו""ע-רמ""א
מקור: שו""ע או""ח ח':ו'","מחלוקת שו""ע-רמ""א","שו""ע או""ח ח':ו'",True,True,True,True,True
"בבית הכנסת ראיתי מתפלל שלפני שהוא מתעטף בטלית, הוא מקדיש זמן להפריד את חוטי הציצית בידיו. חבר שלי אמר שזאת ""חומרה"" ואין צורך לעשות זאת. האם המתפלל נוהג לפי ההלכה?",כן,"שו""ע או""ח ח:ז","או""ח","תשובה: כן
מקור: שו""ע או""ח ח':ז'",כן,"שו""ע או""ח ח':ז'",True,True,True,True,True
"בכל בוקר כשאני מתעטף בטלית, אני מכוון שה' ציווה אותנו להתעטף בציצית. האם זאת אכן הכוונה הרצויה?",לא,"שו""ע או""ח ח:ח","או""ח","תשובה: כן
מקור: שו""ע או""ח ח':ח'",כן,"שו""ע או""ח ח':ח'",False,True,True,True,False
"התגלע ויכוח בבית הכנסת בין שני מתפללים לגבי בדיקת הציצית. משה טוען שחייבים לבדוק את חוטי הציצית לפני כל ברכה בכל יום כדי לוודא שלא נקרעו, ואילו דוד טוען שאפשר לסמוך על הבדיקה שנעשתה בזמן הקנייה ואין צורך לבדוק מחדש כל יום אלא רק מדי פעם. התערבתי בוויכוח ואמרתי שדוד צודק כי זה סתם חומרה מיותרת לבדוק כל יום. האם צדקתי?",לא,"שו""ע או""ח ח:ט","או""ח","תשובה: לא
מקור: שו""ע או""ח ח':ט'

על פי השולחן ערוך באורח חיים סימן ח' סעיף ט', יש לבדוק את הציציות בכל פעם לפני הברכה כדי לוודא שהן כשרות. אמנם הרמ""א לא חולק שם, אך מוסיף שבטלית שלובש בכל יום, אם בדקו פעם אחת אין צריך לבדוק בכל פעם שלובשו, אלא מזמן לזמן בלבד. לכן משה צדק שיש לבדוק באופן קבוע, אך לא בהכרח לפני כל ברכה בכל יום, ולא צדקת בקביעה שזו ""חומרה מיותרת"".",לא,"שו""ע או""ח ח':ט'",True,True,True,True,True
"בבוקר התעטפתי בטלית והתפללתי. באמצע התפילה נאלצתי להוריד את הטלית לרגע כדי לסדר את החולצה שלי, כאשר בכוונתי היה לחזור ולהתעטף בה מיד. כשחזרתי והתעטפתי בה, לא ברכתי שוב על הטלית כי חשבתי שהברכה הראשונה עדיין תקפה. האם פעלתי לפי הדין?","מחלוקת שו""ע-רמ""א","שו""ע או""ח ח:יד","או""ח","תשובה: כן
מקור: שו""ע או""ח ח':יד",כן,"שו""ע או""ח ח':יד",False,True,True,True,False
"הטלית שלי נפלה לגמרי על הרצפה בלי כוונה במהלך התפילה. כשהרמתי אותה והתעטפתי בה מחדש, לא בירכתי שוב כי חשבתי שהברכה הראשונה עדיין תקפה. האם פעלתי לפי הדין?",לא,"שו""ע או""ח ח:טו","או""ח","תשובה: כן
מקור: שו""ע או""ח ח':יד",כן,"שו""ע או""ח ח':יד",False,True,True,False,False
"קניתי טלית קטן חדשה ולבשתי אותה למשך שעה בלבד כדי לבדוק איך היא מרגישה על הגוף, למרות שעדיין לא קשרתי לה ציציות. האם פעלתי לפי ההלכה?",לא,"שו""ע או""ח ח:יז","או""ח","תשובה: לא
מקור: שו""ע או""ח י""ג:א, ורמ""א שם",לא,"שו""ע או""ח י""ג:א, ורמ""א שם",True,True,False,False,False
"קניתי בגד עם ארבע כנפות העשוי מכותנה וחיברתי לו ציציות. חבר אמר לי שאין חיוב מהתורה לשים ציציות בבגד כזה, אלא רק בבגדים העשויים מצמר או מפשתן. האם הוא צודק?","מחלוקת שו""ע-רמ""א","שו""ע או""ח ט:א","או""ח","תשובה: לא
מקור: שו""ע או""ח ט:א

הסבר: השולחן ערוך בסימן ט' סעיף א' פוסק שכל סוגי הבגדים חייבים בציצית, כולל בגדים העשויים משאר מינים (לא רק צמר ופשתים). לכן בגד כותנה עם ארבע כנפות חייב בציצית מהתורה.",לא,"שו""ע או""ח ט:א",False,True,True,True,False
אני לובש צעיף דקורטיבי מודרני סביב הצוואר בימים קרים. חבר אמר לי שאני צריך לבדוק כי יש מצב שהוא חייב בציצית. האם הצעיף שלי חייב בציצית?,לא,"שו""ע או""ח י:יא","או""ח","תשובה: לא
מקור: שו""ע או""ח ט:א, י:א

הסבר: על פי שולחן ערוך, בגד חייב בציצית רק אם יש לו ארבע כנפות (או יותר) ומשמש ללבישה על הגוף. צעיף רגיל לצוואר אינו בעל ארבע כנפות ולכן אינו חייב בציצית.",לא,"שו""ע או""ח ט:א, י:א",True,True,False,False,False
קניתי חוטי צמר רגילים מחנות בדים בשוק והשתמשתי בהם לקשירת ציצית בטלית שלי. שעת הקשירה כיוונתי לשם מצווה. האם הטלית שלי כשרה?,לא,"שו""ע או""ח יא:א","או""ח","תשובה: לא
מקור: שו""ע או""ח י""א:א",לא,"שו""ע או""ח י""א:א",True,True,True,True,True
"ביקשתי מחבר גוי שיטווה חוטים לציצית שלי. עמדתי לידו והוריתי לו שיעשה את הטוויה לשם מצוות ציצית, אבל לא עזרתי לו בטוויה עצמה. האם הציצית כשרה?","מחלוקת שו""ע, מחלוקת שו""ע-רמ""א","שו""ע או""ח יא:ב","או""ח","תשובה: לא
מקור: שו""ע או""ח י""א:א",לא,"שו""ע או""ח י""א:א",False,True,True,False,False
"בזמן שקניתי טלית חדשה, הוספתי חוט נוסף לציציות מעבר לארבעה חוטים כפולים בכל כנף, כי חשבתי שיותר חוטים זה יותר הידור במצווה. האם בדיעבד הטלית כשרה?",לא,"שו""ע או""ח יא:יב","או""ח","תשובה: לא
מקור: שו""ע או""ח י""א:יב",לא,"שו""ע או""ח י""א:יב",True,True,True,True,True
"ביקשתי מהשכן שלי, שהוא גוי, לקשור את הציציות בטלית החדשה שלי כי הוא קושר קשרים בצורה מאוד יפה ומדויקת. האם הטלית כשרה לפי ההלכה?",לא,"שו""ע או""ח יד:א","או""ח","תשובה: לא
מקור: שו""ע או""ח י""ד:א",לא,"שו""ע או""ח י""ד:א",True,True,True,True,True
"הגעתי לבית הכנסת ושכחתי את הטלית שלי בבית. ראיתי טלית של חבר מונחת על הכיסא לידי והשתמשתי בה לתפילה. בסיום התפילה החזרתי אותה כפי שמצאתי אותה, מקופלת. חבר אמר לי שאסור להשתמש בחפצים של אחרים ללא רשות. האם פעלתי לפי הדין?",כן,"שו""ע או""ח יד:ד","או""ח","תשובה: לא
מקור: שו""ע חו""מ שנ""ט:ה",לא,"שו""ע חו""מ שנ""ט:ה",False,False,False,False,False
"בזמן שהייתי בבית המדרש, רציתי ללמוד מספר פרשנות מסוים שלא היה ברשותי. ראיתי שלחברי יש את הספר הזה, ומכיוון שהוא לא היה שם באותו זמן, לקחתי את הספר ולמדתי ממנו כשעה והחזרתי אותו למקומו. האם פעלתי לפי הדין?",לא,"שו""ע או""ח יד:ד","או""ח","תשובה: לא
מקור: שו""ע חו""מ שנ""ט:ב, שס""ג:ו",לא,"שו""ע חו""מ שנ""ט:ב, שס""ג:ו",True,False,False,False,False
"הבד של הטלית שלי נקרע באופן שאי אפשר לתקן אותו, אז הסרתי את כל חוטי הציצית ממנה והשתמשתי בהם לטלית חדשה שקניתי. חבר אמר לי שאסור להשתמש בחוטי ציצית מטלית אחת לשנייה. האם פעלתי לפי ההלכה?",כן,"שו""ע או""ח טו:א","או""ח","תשובה: לא
מקור: שו""ע או""ח ט""ו:א",לא,"שו""ע או""ח ט""ו:א",False,True,True,True,False
"סבא שלי נפטר לפני מספר שבועות והטלית שלו נשארה אצלנו. מאחר והטלית עצמה היתה בלויה ואי אפשר היה להשתמש בה, הסרתי את חוטי הציצית מהטלית של סבא כדי לשמור אותם למזכרת. אחי טען שאסור להסיר ציציות מטלית של אדם שנפטר. האם אח שלי צודק?",לא,"שו""ע או""ח טו:א","או""ח","תשובה: לא
מקור: שו""ע או""ח כ""א:א

לפי השולחן ערוך, מותר להתיר ציציות מבגד אחד ולהטילם בבגד אחר, ואין איסור מיוחד לגבי טלית של מת. הרמ""א אינו חולק על דין זה. אמנם לגבי ציציות עצמן, השו""ע מציין שיש להניחם בגניזה מפני שהם תשמישי מצווה, אך אין איסור להסירם מהטלית.",לא,"שו""ע או""ח כ""א:א",True,True,False,True,False
"לפני שהטלתי ציציות לטלית חדשה שקניתי, בירכתי ""אשר קדשנו במצוותיו וציוונו להטיל ציצית"". האם עשיתי נכון?",לא,"שו""ע או""ח יט:א","או""ח","תשובה: לא
מקור: שו""ע או""ח י""ד:א",לא,"שו""ע או""ח י""ד:א",True,True,False,True,False
נקרעו לי כמה חוטים מהציצית של הטלית שלי. הסרתי את החוטים הקרועים וזרקתי אותם לפח האשפה הרגיל. חבר שלי ראה זאת ואמר שזה לא מכבד את המצווה וצריך לגנוז אותם. האם החבר שלי צודק?,"מחלוקת שו""ע-רמ""א","שו""ע או""ח כא:א","או""ח","תשובה: כן
מקור: שו""ע או""ח כ""א:א",כן,"שו""ע או""ח כ""א:א",False,True,True,True,False
"אני לא נוהג ללבוש טלית קטן באופן קבוע, אבל אני מקפיד ללבוש אותו בזמן התפילה בבוקר. חבר אמר לי שאני חייב ללבוש טלית קטן כל היום ולא רק בזמן התפילה. האם אני מחויב על פי הדין ללבוש טלית קטן כל היום?",לא,"שו""ע או""ח כד:א","או""ח","תשובה: לא
מקור: שו""ע או""ח כ""ד:א",לא,"שו""ע או""ח כ""ד:א",True,True,True,True,True
בזמן קריאת שמע בתפילת שחרית אני מקפיד לאחוז את הציציות ביד ימין שלי ולהניח אותן על הלב. חבר העיר לי שאני עושה את זה לא נכון. האם הוא צודק?,כן,"שו""ע או""ח כד:ב","או""ח","תשובה: כן
מקור: שו""ע או""ח כ""ד:ב

על פי השולחן ערוך באורח חיים סימן כ""ד סעיף ב', בשעת קריאת שמע יש לאחוז הציציות ביד שמאל כנגד הלב, ולא ביד ימין כפי שאתה נוהג. לכן חברך צודק שאינך עושה זאת כראוי לפי ההלכה.",כן,"שו""ע או""ח כ""ד:ב",True,True,True,True,True
"בבית הכנסת שלנו, אחד המתפללים העיר לי שכאשר מגיעים למילים ""וראיתם אותו"" בקריאת שמע, יש חובה הלכתית להסתכל בציציות ולשים אותן על העיניים. האם הוא צודק בטענתו?",לא,"שו""ע או""ח כד:ד","או""ח","תשובה: לא
מקור: שו""ע או""ח כ""ד:ד

ההלכה אכן מזכירה שיש לאחוז את הציציות בשעת קריאת ""וראיתם אותו"" ולהסתכל בהן, אך אין זו חובה גמורה אלא מנהג טוב. השולחן ערוך קובע שנוהגים להסתכל בציציות בשעת קריאת פרשת ציצית ולהעביר אותן על העיניים, אך אין זו חובה הלכתית מוחלטת.",לא,"שו""ע או""ח כ""ד:ד",True,True,True,True,True
"בשבוע הבא אני עומד לקדש את ארוסתי בטקס החופה שלנו. חשבתי לקדש אותה בענק (שרשרת) זהב יקרה במקום טבעת, כי יש לי שרשרת משפחתית עם ערך סנטימנטלי. האם מותר לי לקדש בשרשרת זהב במקום בטבעת?",לא,"שו""ע אה""ע כז:א","אה""ע","תשובה: לא
מקור: שו""ע אה""ע כ""ז:א

ההלכה קובעת שאף שניתן לקדש אישה בכל דבר שווה פרוטה, המנהג המקובל והראוי הוא לקדש בטבעת דווקא. השולחן ערוך באבן העזר סימן כ""ז סעיף א' מציין שהמנהג לקדש בטבעת, וכך נפסק להלכה. לא מומלץ לשנות ממנהג זה, גם אם יש לשרשרת ערך סנטימנטלי.",לא,"שו""ע אה""ע כ""ז:א",True,True,True,True,True
"אתמול בחתונה של חבר, אחת האורחות, רווקה דתית, ניגשה לרב וביקשה להתקדש לבחור שפגשה באירוע. היא הוציאה מארנקה שטר של 100 ש""ח, נתנה לבחור ואמרה בפני עדים ""הריני מקודשת לך בכסף זה"". האם הקידושין תקפים מבחינה הלכתית?",לא,"שו""ע אה""ע כז:ז","אה""ע","תשובה: לא
מקור: שו""ע אה""ע כ""ז:א",לא,"שו""ע אה""ע כ""ז:א",True,True,True,False,False
"לאחרונה כשהייתי בבית חברים, בן הזוג שלי הפתיע אותי וביקש לקדש אותי במקום. הוא לא נתן את הטבעת ישירות לידי, אלא זרק אותה לתוך התיק שלי שהיה מונח לידי. האם אני נחשבת מקודשת על פי ההלכה?",כן,"שו""ע אה""ע ל:א","אה""ע","תשובה: לא
מקור: שו""ע אה""ע כ""ז:א",לא,"שו""ע אה""ע כ""ז:א",False,True,False,True,False
"אני עומד לערוך חתונה בשבוע הבא וכתבתי את שטר הקידושין. אמרתי לרב שאני רוצה שהוא יהיה מנוסח באופן מינימלי ויפה ללא פרטים מיותרים, ולכן לא ציינתי את שמותינו המלאים (שלי ושל כלתי) בשטר הקידושין. האם זה מקובל על פי ההלכה?",לא,"שו""ע אה""ע לב:ד","אה""ע","תשובה: לא
מקור: שו""ע אה""ע קל""א:ד-ה",לא,"שו""ע אה""ע קל""א:ד-ה",True,True,False,True,False
"התארסתי אתמול עם בת זוגי במעמד של חמישה אנשים בלבד (הורינו וחבר משותף), ורב ערך לנו את טקס האירוסין ובירך את ברכת האירוסין. אחי הגדול, שלא הצליח להגיע, טען שהיינו צריכים לדאוג לעשרה אנשים לפחות בטקס. האם הוא צודק?",כן,"שו""ע אה""ע לד:ד","אה""ע","תשובה: מחלוקת שו""ע-רמ""א
מקור: שו""ע אה""ע ל""ד:א

לפי השולחן ערוך (אבן העזר סימן ל""ד סעיף א') ברכת אירוסין נאמרת בעשרה, אך הרמ""א מוסיף שם שיש אומרים שאין צריך עשרה, ואפשר לברך גם בפחות מכך.","מחלוקת שו""ע-רמ""א","שו""ע אה""ע ל""ד:א",False,True,True,False,False
החלטתי לשלוח את חברי להעביר טבעת קידושין לארוסתי שנמצאת בעיר אחרת. חברי הוא ילד בן 12 שאני סומך עליו מאוד. האם מבחינה הלכתית הוא יכול לשמש כשליח קידושין עבורי?,לא,"שו""ע אה""ע לה:ו","אה""ע","תשובה: לא
מקור: שו""ע אה""ע ל""ה:ו",לא,"שו""ע אה""ע ל""ה:ו",True,True,True,True,True
"התארסתי עם חברתי, ובמעמד הקידושין הצבתי תנאי שהיא תסיים את לימודי התואר שלה בתוך שנתיים כדי שהקידושין יהיו תקפים. עברו שלוש שנים והיא עדיין לא סיימה את התואר. האם אנחנו נחשבים מקודשים על פי ההלכה?",לא,"שו""ע אה""ע לח:א","אה""ע","תשובה: לא
מקור: שו""ע אה""ע ל""ח:א-ג",לא,"שו""ע אה""ע ל""ח:א-ג",True,True,True,True,True
"בחתונה של חברים, החתן הפתיע את הכלה בטבעת יקרה במיוחד שקנה לה. הכלה התביישה מאוד מהמחווה הפומבית ולא רצתה לקבל את הטבעת, אך החתן התעקש ושם את הטבעת על אצבעה למרות התנגדותה. האם הקידושין תקפים במקרה כזה?",לא,"שו""ע אה""ע מב:א","אה""ע","תשובה: לא
מקור: שו""ע אה""ע כ""ז:ח",לא,"שו""ע אה""ע כ""ז:ח",True,True,False,False,False
"הוזמנתי לחתונה של חברים קרובים שלי. האם יש לי מצווה לשמח את החתן והכלה על ידי ריקודים במהלך האירוע, או שמספיק שאגיע ואשב עם האורחים?",כן,"שו""ע אה""ע סה:א","אה""ע","תשובה: כן
מקור: שו""ע אבן העזר ס""ה:א",כן,"שו""ע אבן העזר ס""ה:א",True,True,True,True,True
אני עומד להתחתן בשבוע הבא ושמעתי שיש מנהג לשים אפר על ראש החתן ביום החתונה. אני לא בטוח איפה בדיוק צריך לשים את האפר. האם נכון שצריך לשים את האפר דווקא במקום שבו מניחים תפילין של ראש?,כן,"שו""ע אה""ע סה:ג","אה""ע","תשובה: כן
מקור: שו""ע או""ח תק""ס:ב",כן,"שו""ע או""ח תק""ס:ב",True,False,False,False,False
אני הורה גרוש וילדיי בני 4 ו-5 נמצאים במשמורת משותפת. האם אני מחויב מבחינה הלכתית להמשיך לשלם מזונות עבור ילדיי למרות שהם מבלים חצי מהזמן אצלי וחצי אצל גרושתי?,כן,"שו""ע אה""ע עא:א","אה""ע","תשובה: כן
מקור: שו""ע אה""ע ע""א:א",כן,"שו""ע אה""ע ע""א:א",True,True,True,True,True
"אשתי נפלה וסבלה מפריקה בכתף. האורתופד המליץ על סדרת טיפולי פיזיותרפיה שעלותם אינה ידועה מראש ותלויה בהתקדמות הריפוי. האם לפי ההלכה אני מחויב לשלם עבור כל הטיפולים, גם אם יימשכו זמן רב ויעלו סכום גבוה?",כן,"שו""ע אה""ע עט:א","אה""ע","תשובה: כן
מקור: שו""ע אה""ע ע""ט:א",כן,"שו""ע אה""ע ע""ט:א",True,True,True,True,True
"אני עומד לסדר גט לאשתי, ויש לי שני שמות שקוראים לי בהם - משה ומיכאל. בבית ובמשפחה קוראים לי יותר ""משה"", אבל בעבודה ובקהילה כולם מכירים אותי כ""מיכאל"". איזה שם עליי לכתוב בגט?",כן (כותבים את השם שרגילים בו יותר),"שו""ע אה""ע קכט:א","אה""ע","תשובה: מחלוקת שו""ע-רמ""א
מקור: שו""ע אבן העזר קכ""ט:א","מחלוקת שו""ע-רמ""א","שו""ע אבן העזר קכ""ט:א",False,True,True,True,False
"אני בתהליך גירושין מבעלי, ובעוד שבוע יתקיים מעמד סידור הגט בבית הדין. חברה שעברה את התהליך סיפרה לי שבעלה אמר לה משפט מסוים בעת מסירת הגט. האם בעלי צריך לומר לי באופן מפורש ""הרי את מגורשת ממני בגט זה ומותרת לכל אדם"" בזמן מסירת הגט?",כן,"שו""ע אה""ע קלו:ג","אה""ע","תשובה: כן
מקור: שו""ע אבה""ע קל""ו:א",כן,"שו""ע אבה""ע קל""ו:א",True,True,True,False,False
"אני עומד להתחתן בשבוע הבא, והחתונה נקבעה לשעה 19:00. האם לפי ההלכה אני והכלה צריכים להתענות ביום החתונה, או שמא זהו רק מנהג שאפשר להקל בו?",כן,"שו""ע אה""ע סא:א","אה""ע","תשובה: כן
מקור: שו""ע אה""ע ס""א:א",כן,"שו""ע אה""ע ס""א:א",True,True,True,True,True
אני מתחתן בשבוע הבא ומתלבט לגבי מיקום החופה. האולם שבחרנו מציע לערוך את החופה בתוך האולם המקורה או בגן הפתוח שמחוץ לאולם. האם יש עדיפות הלכתית לערוך את החופה דווקא בחוץ תחת כיפת השמים?,כן,"שו""ע אה""ע סא:א","אה""ע","תשובה: כן
מקור: שו""ע אה""ע ס""א:א ובהגהת הרמ""א שם",כן,"שו""ע אה""ע ס""א:א ובהגהת הרמ""א שם",True,True,True,True,True
התארסתי לאחרונה ואנחנו מתכננים את טקס החופה שלנו. חברי אמר לי שחייבים לערוך טקס נוסף עם ברכות מספר ימים לפני החתונה עצמה בבית שלי. האם זה נכון שיש חובה הלכתית לקיים טקס ברכות לפני החופה?,כן,"שו""ע אה""ע סב:א","אה""ע","תשובה: לא
מקור: שו""ע אה""ע ס""א:א

בשולחן ערוך אין חובה לקיים טקס ברכות מקדים לפני החופה. השו""ע מתאר את טקס הקידושין והנישואין עצמם, אך אינו מזכיר חובה לערוך טקס ברכות נפרד ימים לפני החתונה. המנהג שחברך התייחס אליו עשוי להיות קשור ל""שבת חתן"" או מנהגים אחרים, אך אלו אינם חובה הלכתית על פי השולחן ערוך.",לא,"שו""ע אה""ע ס""א:א",False,True,False,True,False
"התחתנתי לפני שלושה ימים עם אשתי שהייתה בתולה, וקיבלתי הצעת עבודה דחופה שמתחילה מחר. האם מותר לי לקבל את העבודה ולהתחיל לעבוד כבר מחר, למרות שטרם עברו שבעה ימים מהחתונה?",לא,"שו""ע אה""ע סד:א","אה""ע","תשובה: לא
מקור: שו""ע אבן העזר ס""ד:א",לא,"שו""ע אבן העזר ס""ד:א",True,True,True,True,True
"אחותי התארסה לפני חודש, והחתונה מתוכננת לעוד שבועיים. בשל בעיות לוגיסטיות, הציעו שהחתן יכתוב את הכתובה יום לפני החתונה, והם יתייחדו במקום פרטי לאחר טקס הקידושין אך לפני חתימת הכתובה. האם מותר להם להתייחד באופן זה?",לא,"שו""ע אה""ע סו:א","אה""ע","תשובה: לא
מקור: שו""ע אה""ע נ""ה:א",לא,"שו""ע אה""ע נ""ה:א",True,True,False,True,False
"אני מפרנס את אשתי בכל צרכיה, אך לאחרונה היא התלוננה שהבגדים שאני קונה לה אינם ברמה המקובלת בקהילה שלנו. לטענתה, נשים אחרות בסטטוס דומה לשלנו לובשות בגדים יקרים יותר. האם אני מחויב לקנות לה בגדים לפי הסטנדרט המקובל באזור מגורינו?",כן,"שו""ע אה""ע עג:א","אה""ע","תשובה: כן
מקור: שו""ע אה""ע ע:ג",כן,"שו""ע אה""ע ע:ג",True,True,False,False,False
"בקהילה שלנו יש ויכוח לגבי מינוי שופטת בבית דין לממונות שהקמנו לאחרונה. מכיוון שהמועמדת היא עורכת דין בעלת ידע רב בהלכה ובדיני ממונות, חלק מהחברים טוענים שאין סיבה שלא תשמש כדיינת. האם על פי ההלכה מותר למנות אישה לתפקיד דיינת?",לא,"שו""ע חו""מ ז:א","חו""מ","תשובה: לא
מקור: שו""ע חו""מ ז':ד",לא,"שו""ע חו""מ ז':ד",True,True,True,False,False
"אני תלמיד בכולל ואתמול ישבתי בשיעור של הרב שלי. במהלך השיעור הרב דן בסכסוך ממוני בין שני אנשים, והתכוון לפסוק לחובת אדם עני. ראיתי נקודה הלכתית שיכולה לזכות את העני, אך חששתי להעיר. האם עלי להעיר לרב ולציין את הזכות שראיתי לטובת העני?",כן,"שו""ע חו""מ ט:ז","חו""מ","תשובה: כן
מקור: שו""ע חו""מ י""ז:ח",כן,"שו""ע חו""מ י""ז:ח",True,True,False,False,False
"אני דיין בבית דין קטן בקהילה שלנו, ואתמול הגיע אלי סכסוך בין שכנים על סכום פעוט של כמה שקלים בלבד. האם עלי להתייחס לדין זה באותה רצינות ולהקדיש לו את אותה תשומת הלב כמו לסכסוך על סכום גדול?",כן,"שו""ע חו""מ י:ד","חו""מ","תשובה: כן
מקור: שו""ע חו""מ י""ז:א",כן,"שו""ע חו""מ י""ז:א",True,True,False,False,False
"אני ושכני מסוכסכים על נזק שהוא גרם לגדר המשותף שלנו. הגענו לבית דין לדיון, והדיין שאל אותנו בתחילה אם אנחנו מעוניינים בדין או בפשרה. האם הדיין נהג כראוי על פי ההלכה כשהציע לנו פשרה כבר בתחילת הדיון?",כן,"שו""ע חו""מ יב:ב","חו""מ","תשובה: כן
מקור: שו""ע חו""מ י""ב:ב",כן,"שו""ע חו""מ י""ב:ב",True,True,True,True,True
